tick,prey_population,predator_population,resource_count,avg_prey_speed,avg_predator_speed,avg_prey_vision,avg_predator_vision,births_total,deaths_total,predation_total,prey_extinct,predators_extinct
1,50,9,125,2.222221734553104,2.233165024196278,103.84656748616699,120.81774220735623,6,0,0,0,0
2,50,9,125,2.222221734553104,2.233165024196278,103.84656748616699,120.81774220735623,6,0,0,0,0
3,50,9,125,2.222221734553104,2.233165024196278,103.84656748616699,120.81774220735623,6,0,0,0,0
4,50,9,126,2.222221734553104,2.233165024196278,103.84656748616699,120.81774220735623,6,0,0,0,0
5,50,9,126,2.222221734553104,2.233165024196278,103.84656748616699,120.81774220735623,6,0,0,0,0
6,50,9,126,2.222221734553104,2.233165024196278,103.84656748616699,120.81774220735623,6,0,0,0,0
7,50,9,125,2.222221734553104,2.233165024196278,103.84656748616699,120.81774220735623,6,0,0,0,0
8,50,9,126,2.222221734553104,2.233165024196278,103.84656748616699,120.81774220735623,6,0,0,0,0
9,50,9,126,2.222221734553104,2.233165024196278,103.84656748616699,120.81774220735623,6,0,0,0,0
10,50,9,127,2.222221734553104,2.233165024196278,103.84656748616699,120.81774220735623,6,0,0,0,0
11,50,9,126,2.222221734553104,2.233165024196278,103.84656748616699,120.81774220735623,6,0,0,0,0
12,51,9,126,2.2310028060086036,2.233165024196278,104.64665746708819,120.81774220735623,7,0,0,0,0
13,51,9,127,2.2310028060086036,2.233165024196278,104.64665746708819,120.81774220735623,7,0,0,0,0
14,51,10,127,2.2310028060086036,2.299418409657684,104.64665746708819,122.38558093490398,8,0,0,0,0
15,51,10,128,2.2310028060086036,2.299418409657684,104.64665746708819,122.38558093490398,8,0,0,0,0
16,51,10,128,2.2310028060086036,2.299418409657684,104.64665746708819,122.38558093490398,8,0,0,0,0
17,51,10,128,2.2310028060086036,2.299418409657684,104.64665746708819,122.38558093490398,8,0,0,0,0
18,51,10,128,2.2310028060086036,2.299418409657684,104.64665746708819,122.38558093490398,8,0,0,0,0
19,51,10,128,2.2310028060086036,2.299418409657684,104.64665746708819,122.38558093490398,8,0,0,0,0
20,51,10,129,2.2310028060086036,2.299418409657684,104.64665746708819,122.38558093490398,8,0,0,0,0
21,51,10,129,2.2310028060086036,2.299418409657684,104.64665746708819,122.38558093490398,8,0,0,0,0
22,51,10,130,2.2310028060086036,2.299418409657684,104.64665746708819,122.38558093490398,8,0,0,0,0
23,51,10,128,2.2310028060086036,2.299418409657684,104.64665746708819,122.38558093490398,8,0,0,0,0
24,52,10,129,2.235863751660413,2.299418409657684,104.33727836714523,122.38558093490398,9,0,0,0,0
25,52,10,129,2.235863751660413,2.299418409657684,104.33727836714523,122.38558093490398,9,0,0,0,0
26,53,10,129,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
27,53,10,129,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
28,53,10,129,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
29,53,10,128,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
30,53,10,128,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
31,53,10,127,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
32,53,10,127,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
33,53,10,127,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
34,53,10,127,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
35,53,10,127,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
36,53,10,127,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
37,53,10,128,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
38,53,10,129,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
39,53,10,130,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
40,53,10,130,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
41,53,10,130,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
42,53,10,130,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
43,53,10,129,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
44,53,10,129,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
45,53,10,129,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
46,53,10,129,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
47,53,10,130,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
48,53,10,130,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
49,53,10,131,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
50,53,10,131,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
51,53,10,132,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
52,53,10,133,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
53,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
54,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
55,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
56,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
57,53,10,135,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
58,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
59,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
60,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
61,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
62,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
63,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
64,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
65,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
66,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
67,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
68,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
69,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
70,53,10,135,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
71,53,10,135,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
72,53,10,135,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
73,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
74,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
75,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
76,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
77,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
78,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
79,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
80,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
81,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
82,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
83,53,10,134,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
84,53,10,135,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
85,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
86,53,10,137,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
87,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
88,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
89,53,10,136,2.2564420073688245,2.299418409657684,104.96458498363253,122.38558093490398,10,0,0,0,0
